JPG,X_axis, Y_axis, Width, Height, CLASS, PNG
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-96.jpg,0,65,207,117,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_294.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-97.jpg,242,0,14,251,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_295.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-98.jpg,0,29,33,29,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_296.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-99.jpg,112,0,116,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_297.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-100.jpg,11,12,91,210,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_298.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-101.jpg,221,0,35,40,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_299.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-102.jpg,0,36,256,213,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_300.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-103.jpg,0,245,17,11,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_301.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-113.jpg,150,225,45,31,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_302.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-115.jpg,0,42,256,166,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_303.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-116.jpg,0,199,135,46,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_304.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-120.jpg,158,106,98,115,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_305.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-131.jpg,0,96,77,29,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_306.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-138.jpg,15,0,241,245,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_307.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-148.jpg,0,25,256,183,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_308.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-156.jpg,0,141,256,115,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_309.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-164.jpg,0,0,152,144,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_310.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-166.jpg,110,117,143,139,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_311.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-174.jpg,95,0,161,170,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_312.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-184.jpg,16,214,39,42,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_313.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7010-189.jpg,181,231,40,25,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_1.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7010-191.jpg,156,1,66,253,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_2.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7010-192.jpg,11,87,245,38,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_3.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7010-197.jpg,5,25,75,147,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_4.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7010-200.jpg,35,0,97,256,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_5.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7010-201.jpg,48,0,55,256,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_6.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7010-202.jpg,243,229,13,27,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_7.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7010-209.jpg,1,0,95,226,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_8.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7010-219.jpg,82,0,160,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_9.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7010-227.jpg,169,128,87,127,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_10.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7010-245.jpg,2,1,85,125,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_11.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7010-246.jpg,34,3,160,252,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_12.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-8.jpg,107,0,148,256,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_13.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-18.jpg,19,1,25,253,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_14.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-25.jpg,241,136,15,71,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_15.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-26.jpg,0,0,39,255,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_16.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-36.jpg,178,0,73,256,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_17.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-39.jpg,0,125,241,43,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_18.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-40.jpg,56,112,200,144,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_19.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-43.jpg,0,2,207,228,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_20.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-54.jpg,29,18,225,236,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_21.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-59.jpg,1,0,48,19,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_22.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-60.jpg,152,86,104,170,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_23.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-61.jpg,1,182,26,74,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_24.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-66.jpg,0,1,41,94,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_25.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-79.jpg,1,131,255,120,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_26.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-90.jpg,1,0,157,140,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_27.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-96.jpg,1,188,255,47,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_28.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-97.jpg,1,81,255,116,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_29.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-107.jpg,2,0,246,135,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_30.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-108.jpg,41,141,215,115,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_31.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-114.jpg,15,1,171,255,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_32.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-115.jpg,7,14,211,64,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_33.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-125.jpg,40,91,44,163,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_34.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-132.jpg,49,0,64,256,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_35.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-133.jpg,212,75,43,181,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_36.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-134.jpg,4,1,54,110,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_37.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-142.jpg,129,0,93,256,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_38.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-143.jpg,2,0,129,206,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_39.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-150.jpg,80,2,156,197,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_40.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-152.jpg,112,0,129,256,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_41.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-153.jpg,2,0,116,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_42.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-159.jpg,138,1,116,253,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_43.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-160.jpg,133,4,28,252,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_44.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-168.jpg,104,0,60,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_45.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-171.jpg,198,0,58,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_46.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-172.jpg,79,1,143,255,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_47.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-176.jpg,40,2,101,243,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_48.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-177.jpg,12,9,18,122,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_49.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-186.jpg,34,15,153,240,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_50.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-187.jpg,94,4,38,250,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_51.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-188.jpg,5,11,86,50,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_52.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-189.jpg,97,1,129,200,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_53.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-190.jpg,67,158,185,97,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_54.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-191.jpg,55,8,37,248,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_55.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-192.jpg,115,104,141,149,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_56.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-193.jpg,192,127,64,126,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_57.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-194.jpg,4,1,67,106,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_58.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-204.jpg,73,34,182,220,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_59.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-210.jpg,2,11,51,190,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_60.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-211.jpg,1,2,255,249,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_61.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-221.jpg,142,142,114,77,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_62.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-222.jpg,10,46,55,90,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_63.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-229.jpg,167,2,67,252,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_64.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-239.jpg,177,9,79,242,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_65.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7011-247.jpg,60,10,119,246,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_66.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-2.jpg,24,4,163,252,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_67.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-13.jpg,0,0,61,117,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_68.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-14.jpg,229,136,27,120,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_69.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-31.jpg,27,2,32,71,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_70.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-37.jpg,196,103,58,153,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_71.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-49.jpg,1,2,34,94,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_72.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-55.jpg,75,1,155,253,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_73.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-67.jpg,51,0,149,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_74.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-73.jpg,218,204,36,51,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_75.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-85.jpg,2,0,104,203,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_76.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-102.jpg,231,168,25,85,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_77.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-103.jpg,2,2,49,92,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_78.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-109.jpg,184,0,46,251,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_79.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-119.jpg,218,2,23,252,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_80.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-136.jpg,170,5,73,251,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_81.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-137.jpg,203,1,53,255,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_82.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-146.jpg,34,2,139,253,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_83.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-147.jpg,203,0,44,256,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_84.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-153.jpg,1,1,31,146,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_85.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-154.jpg,16,0,218,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_86.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-165.jpg,206,165,30,91,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_87.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-166.jpg,198,0,38,256,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_88.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-169.jpg,62,3,174,251,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_89.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-170.jpg,10,83,246,42,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_90.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-171.jpg,247,174,9,82,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_91.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-183.jpg,1,1,225,194,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_92.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-184.jpg,216,178,40,77,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_93.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-185.jpg,1,13,252,168,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_94.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-186.jpg,247,4,9,44,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_95.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-187.jpg,0,50,34,205,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_96.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-191.jpg,11,1,217,253,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_97.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-204.jpg,174,2,81,246,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_98.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-211.jpg,85,2,171,158,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_99.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-212.jpg,98,1,90,255,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_100.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-213.jpg,2,48,249,204,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_101.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-222.jpg,0,51,256,127,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_102.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7012-240.jpg,0,2,105,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_103.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-10.jpg,128,9,128,245,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_104.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-11.jpg,38,125,215,95,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_105.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-28.jpg,8,216,140,36,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_106.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-45.jpg,7,0,127,256,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_107.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-46.jpg,150,2,97,48,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_108.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-63.jpg,11,57,228,190,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_109.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-81.jpg,219,22,37,232,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_110.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-98.jpg,0,0,15,28,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_111.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-99.jpg,90,24,166,232,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_112.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-116.jpg,152,1,44,245,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_113.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-117.jpg,151,0,82,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_114.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-133.jpg,24,0,134,256,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_115.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-134.jpg,16,5,179,214,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_116.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-150.jpg,59,2,197,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_117.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-151.jpg,0,0,18,52,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_118.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-167.jpg,2,0,180,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_119.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-168.jpg,1,4,255,178,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_120.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-184.jpg,0,178,175,78,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_121.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-185.jpg,193,18,60,230,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_122.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-199.jpg,177,1,79,71,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_123.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-200.jpg,233,1,23,222,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_124.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7013-201.jpg,1,66,255,99,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_125.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-26.jpg,0,158,190,98,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_126.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-44.jpg,6,133,250,112,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_127.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-49.jpg,5,0,194,131,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_128.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-81.jpg,182,0,71,19,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_129.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-98.jpg,2,20,254,179,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_130.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-99.jpg,131,146,125,104,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_131.png
